col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
1,2,33.17,3.04,3,2,1,3,2.04,1,1,1,1,1,180,18027
1,2,45,8.5,4,1,3,3,14,1,1,1,1,1,88,2000
1,1,19.67,0.21,4,1,9,3,0.29,1,1,11,0,1,80,99
1,2,21.83,11,4,1,11,2,0.29,1,1,6,0,1,121,0
1,2,40.25,21.5,4,1,12,7,20,1,1,11,0,1,0,1200
1,2,41.42,5,4,1,9,3,5,1,1,6,1,1,470,0
1,1,17.83,11,4,1,11,3,1,1,1,11,0,1,0,3000
1,2,23.17,11.125,4,1,11,3,0.46,1,1,1,0,1,100,0
0,2,18.17,10.25,4,1,1,3,1.085,0,0,0,0,1,320,13
0,2,20,11.045,4,1,1,2,2,0,0,0,1,1,136,0
0,2,20,0,4,1,2,2,0.5,0,0,0,0,1,144,0
0,1,20.75,9.54,4,1,4,2,0.04,0,0,0,0,1,200,1000
0,1,24.5,1.75,3,2,1,2,0.165,0,0,0,0,1,132,0
0,2,32.75,2.335,4,1,2,3,5.75,0,0,0,1,1,292,0
0,1,52.17,0,3,2,0,0,0,0,0,0,0,1,0,0
0,1,48.17,1.335,4,1,4,10,0.335,0,0,0,0,1,0,120
0,1,20.42,10.5,3,2,11,3,0,0,0,0,1,1,154,32
0,2,50.75,0.585,4,1,0,0,0,0,0,0,0,1,145,0
0,2,17.08,0.085,3,2,1,2,0.04,0,0,0,0,1,140,722
0,2,18.33,1.21,3,2,12,8,0,0,0,0,0,1,100,0
0,1,32,6,4,1,2,2,1.25,0,0,0,0,1,272,0
1,2,59.67,1.54,4,1,9,2,0.125,1,0,0,1,1,260,0
1,2,18,0.165,4,1,9,6,0.21,0,0,0,0,1,200,40
0,2,32.33,2.5,4,1,1,2,1.25,0,0,0,1,1,280,0
0,2,18.08,6.75,3,2,7,2,0.04,0,0,0,0,1,140,0
0,2,38.25,10.125,3,2,6,2,0.125,0,0,0,0,1,160,0
0,2,30.67,2.5,4,1,3,3,2.25,0,0,0,1,3,340,0
0,2,18.58,5.71,4,1,2,2,0.54,0,0,0,0,1,120,0
0,1,19.17,5.415,4,1,4,3,0.29,0,0,0,0,1,80,484
0,1,18.17,10,3,2,9,3,0.165,0,0,0,0,1,340,0
0,2,16.25,0.835,4,1,7,2,0.085,1,0,0,0,3,200,0
0,2,21.17,0.875,3,2,1,3,0.25,0,0,0,0,1,280,204
0,2,23.92,0.585,3,2,3,3,0.125,0,0,0,0,1,240,1
0,2,17.67,4.46,4,1,1,2,0.25,0,0,0,0,3,80,0
0,1,16.5,1.25,4,1,9,2,0.25,0,1,1,0,1,108,98
0,2,23.25,12.625,4,1,1,2,0.125,0,1,2,0,1,0,5552
0,2,17.58,10,4,1,10,3,0.165,0,1,1,0,1,120,1
0,2,29.5,0.58,4,1,10,2,0.29,0,1,1,0,1,340,2803
0,2,18.83,0.415,3,2,1,2,0.165,0,1,1,0,1,200,1
0,1,21.75,1.75,3,2,5,5,0,0,0,0,0,1,160,0
0,2,23,0.75,4,1,7,2,0.5,0,0,0,1,3,320,0
0,1,18.25,10,4,1,10,2,1,0,1,1,0,1,120,1
0,2,25.42,0.54,4,1,10,2,0.165,0,1,1,0,1,272,444
0,2,35.75,2.415,4,1,10,2,0.125,0,1,2,0,1,220,1
0,1,16.08,0.335,4,1,0,0,0,0,1,1,0,1,160,126
0,1,31.92,3.125,4,1,0,0,3.04,0,1,2,1,1,200,4
0,2,69.17,9,4,1,0,0,4,0,1,1,0,1,70,6
0,2,32.92,2.5,4,1,13,2,1.75,0,1,2,1,1,720,0
0,2,16.33,2.75,4,1,13,2,0.665,0,1,1,0,1,80,21
0,2,22.17,12.125,4,1,1,2,3.335,0,1,2,1,1,180,173
0,1,57.58,2,4,1,0,0,6.5,0,1,1,0,1,0,10
0,2,18.25,0.165,4,1,2,2,0.25,0,0,0,1,3,280,0
0,2,23.42,1,4,1,1,2,0.5,0,0,0,1,3,280,0
0,1,15.92,2.875,4,1,9,2,0.085,0,0,0,0,1,120,0
0,1,24.75,13.665,4,1,9,3,1.5,0,0,0,0,1,280,1
0,2,48.75,26.335,3,2,0,0,0,1,0,0,1,1,0,0
0,2,23.5,2.75,4,1,0,0,4.5,0,0,0,0,1,160,25
0,2,18.58,10.29,4,1,0,0,0.415,0,0,0,0,1,80,0
0,2,27.75,1.29,4,1,6,3,0.25,0,0,0,1,3,140,0
0,1,31.75,3,3,2,5,5,0,0,0,0,0,1,160,20
0,1,24.83,4.5,4,1,10,2,1,0,0,0,1,1,360,6
0,2,19,1.75,3,2,1,2,2.335,0,0,0,1,1,112,6
0,1,16.33,0.21,4,1,13,2,0.125,0,0,0,0,1,200,1
0,1,18.58,10,4,1,2,2,0.415,0,0,0,0,1,80,42
0,2,16.25,0,3,2,13,2,0.25,0,0,0,0,1,60,0
0,2,23,0.75,4,1,7,2,0.5,1,0,0,1,3,320,0
0,2,21.17,0.25,3,2,1,3,0.25,0,0,0,0,1,280,204
1,2,17.5,22,2,3,0,10,0,0,0,0,1,2,450,100000
1,2,19.17,0,3,2,7,4,0,0,0,0,1,3,500,1
1,2,36.75,0.125,3,2,1,2,1.5,0,0,0,1,1,232,113
1,2,21.25,1.5,4,1,10,2,1.5,0,0,0,0,1,150,8
1,1,18.08,0.375,2,3,3,0,10,0,0,0,1,3,300,0
1,1,33.67,0.375,4,1,3,2,0.375,0,0,0,0,1,300,44
1,2,48.58,0.205,3,2,6,2,0.25,1,1,11,0,1,380,2732
0,2,33.67,1.25,4,1,10,2,1.165,0,0,0,0,1,120,0
0,1,29.5,1.085,3,2,11,2,1,0,0,0,0,1,280,13
0,2,30.17,1.085,3,2,1,2,0.04,0,0,0,0,1,170,179
0,2,34.83,2.5,3,2,10,2,3,0,0,0,0,3,200,0
0,1,33.25,2.5,3,2,1,2,2.5,0,0,0,1,1,0,2
0,2,34.08,2.5,4,1,1,2,1,0,0,0,0,1,460,16
0,1,25.25,12.5,4,1,2,2,1,0,0,0,1,1,180,1062
0,2,34.75,2.5,4,1,3,4,0.5,0,0,0,0,1,348,0
0,2,27.67,0.75,4,1,9,3,0.165,0,0,0,1,1,220,251
0,2,47.33,6.5,4,1,1,2,1,0,0,0,1,1,0,228
0,1,34.83,1.25,3,2,4,3,0.5,0,0,0,1,1,160,0
0,1,33.25,3,3,2,13,2,2,0,0,0,0,1,180,0
0,2,28,3,4,1,10,2,0.75,0,0,0,1,1,300,67
0,1,39.08,4,4,1,1,2,3,0,0,0,0,1,480,0
0,2,42.75,4.085,4,1,13,2,0.04,0,0,0,0,1,108,100
0,2,26.92,2.25,4,1,4,4,0.5,0,0,0,1,1,640,4000
0,2,33.75,2.75,4,1,4,4,0,0,0,0,0,1,180,0
0,2,38.92,1.75,4,1,6,2,0.5,0,0,0,1,1,300,2
0,2,62.75,7,4,1,12,7,0,0,0,0,0,1,0,12
0,2,26.75,4.5,3,2,1,4,2.5,0,0,0,0,1,200,1210
0,2,63.33,0.54,4,1,1,2,0.585,1,1,3,1,1,180,0
0,2,27.83,1.5,4,1,10,2,2.25,0,1,1,1,1,100,3
0,1,26.17,2,4,1,5,5,0,0,0,0,1,1,276,1
0,2,22.17,0.585,3,2,0,0,0,0,0,0,0,1,100,0
0,2,22.5,11.5,3,2,7,2,1.5,0,0,0,1,1,0,4000
0,2,30.75,1.585,4,1,2,2,0.585,0,0,0,1,3,0,0
0,2,36.67,2,4,1,4,2,0.25,0,0,0,1,1,221,0
0,1,16,0.165,4,1,13,2,1,0,1,2,1,1,320,1
0,2,41.17,1.335,4,1,2,2,0.165,0,0,0,0,1,168,0
0,1,19.5,0.165,4,1,9,2,0.04,0,0,0,1,1,380,0
0,2,32.42,3,4,1,2,2,0.165,0,0,0,1,1,120,0
0,1,36.75,4.71,4,1,0,0,0,0,0,0,0,1,160,0
0,1,30.25,5.5,4,1,6,2,5.5,0,0,0,1,3,100,0
0,2,23.08,2.5,4,1,0,0,0.085,0,0,0,1,1,100,4208
0,2,26.83,0.54,4,1,6,0,0,0,0,0,0,1,100,0
0,2,16.92,0.335,3,2,6,2,0.29,0,0,0,0,3,200,0
0,2,24.42,2,4,1,12,8,0.165,0,1,2,0,1,320,1300
0,2,42.83,1.25,4,1,7,2,13.875,0,1,1,1,1,352,112
0,1,22.75,6.165,4,1,13,2,0.165,0,0,0,0,1,220,1000
0,2,39.42,1.71,3,2,7,2,0.165,0,0,0,0,3,400,0
0,1,23.58,11.5,3,2,6,3,3,0,0,0,1,1,20,16
0,2,21.42,0.75,3,2,8,6,0.75,0,0,0,1,1,132,2
0,2,33,2.5,3,2,10,2,7,0,0,0,1,1,280,0
0,2,26.33,13,4,1,12,8,0,0,0,0,1,1,140,1110
0,1,45,4.585,4,1,6,3,1,0,0,0,1,3,240,0
0,2,26.25,1.54,4,1,10,2,0.125,0,0,0,0,1,100,0
0,1,20.83,0.5,3,2,12,8,1,0,0,0,0,1,260,0
0,2,28.67,14.5,4,1,2,2,0.125,0,0,0,0,1,0,286
0,2,20.67,0.835,3,2,1,2,2,0,0,0,1,3,240,0
0,2,34.42,1.335,4,1,4,4,0.125,0,0,0,1,1,440,4500
0,2,33.58,0.25,4,1,4,4,4,0,0,0,1,3,420,0
0,2,43.17,5,4,1,4,4,2.25,0,0,0,1,1,141,0
0,1,22.67,7,4,1,1,2,0.165,0,0,0,0,1,160,0
0,1,24.33,2.5,3,2,4,4,4.5,0,0,0,0,1,200,456
0,1,56.83,4.25,3,2,0,0,5,0,0,0,1,1,0,4
0,2,22.08,11.46,4,1,6,2,1.585,0,0,0,1,1,100,1212
0,2,34,5.5,3,2,1,2,1.5,0,0,0,1,1,60,0
0,2,22.58,1.5,3,2,13,2,0.54,0,0,0,1,1,120,67
0,2,21.17,0,4,1,1,2,0.5,0,0,0,1,3,0,0
0,2,26.67,14.585,4,1,4,4,0,0,0,0,1,1,178,0
0,2,22.92,0.17,4,1,7,2,0.085,0,0,0,0,3,0,0
0,2,15.17,7,4,1,12,2,1,0,0,0,0,1,600,0
0,2,39.92,5,4,1,4,4,0.21,0,0,0,0,1,550,0
0,2,27.42,12.5,4,1,13,4,0.25,0,0,0,1,1,720,0
